doc_id,total_chunks,covered_chunks,coverage_percentage,average_similarity
cc_news_0_Daughter_Duo_is_Dancing_in_The,1,1,100.0,0.7448929667722061
cc_news_1_New_York_City_Ballet_Announces,1,0,0.0,0.6446446840565695
cc_news_2_Watch_Pennsylvania_Ballet_&_Bo,1,1,100.0,0.7857606806265476
cc_news_3_dance_shoes,1,0,0.0,0.6623328665803959
cc_news_4_Rebecca_Krohn_on_Her_Retiremen,1,0,0.0,0.5768554784539064
cc_news_5_Roy_Kaiser_to_Become_Nevada_Ba,1,0,0.0,0.6325436882201421
cc_news_6_What_It's_Like_Inside_NYCB_Aft,1,0,0.0,0.5473250600723055
cc_news_7_Nutcracker_Secrets_and_Surpris,1,0,0.0,0.6132217161842264
cc_news_8_Inside_the_Beijing_Dance_Acade,1,0,0.0,0.6779999614527563
cc_news_9_Isabella_Boylston_and_James_Wh,1,1,100.0,0.7641241094911619
cc_news_10_Ballet_Performances_This_Week,1,0,0.0,0.657488752898613
"cc_news_11_Guillaume_Côté_on_NBoC's_""Fram",1,1,100.0,0.7019719970565134
"cc_news_12_Broadway's_""Carousel""_Stars_So",1,0,0.0,0.650120979805806
"cc_news_13_The_Joffrey_Presents_Ekman's_""",1,0,0.0,0.5329814733869186
cc_news_14_Wonderfully_Simple_Graphic_Des,1,1,100.0,0.8948632452093527
cc_news_15_Bay_Community_News,1,0,0.0,0.5041128793019959
cc_news_16_25_Year_Old_Molests_Child_Unde,1,0,0.0,0.6010426036112552
cc_news_17_How_to_install_the_Trac_projec,1,0,0.0,0.6540725294702203
cc_news_18_New_Amazon_class_certifies_clo,1,0,0.0,0.5952560146543242
cc_news_19_How_to_set_up_a_Gitstorage_app,1,0,0.0,0.4488728322519752
cc_news_20_Qualcomm_XR1_chip_could_bring_,1,1,100.0,0.8400647140254354
cc_news_21_Why_are_companies_moving_to_th,1,0,0.0,0.6261390314126742
cc_news_22_How_to_request_your_personal_d,1,0,0.0,0.5684426482265974
cc_news_23_5_data_protection_policies_you,1,1,100.0,0.7515989387430747
cc_news_24_Why_a_cloud-friendly_Java_coul,1,1,100.0,0.7249840348655698
cc_news_25_Report:_32%_of_IT_pros_plan_to,1,1,100.0,0.721151767928712
cc_news_26_How_to_protect_your_company_fr,1,0,0.0,0.5306173006041459
cc_news_27_HTC_VIVE_announces_price_for_t,1,1,100.0,0.7053231165442488
cc_news_28_Are_smart_locks_secure?_AV-TES,1,0,0.0,0.6468137540202362
cc_news_29_Top_5:_Things_AI_might_actuall,1,1,100.0,0.7464169972273632
cc_news_30_How_5G_will_power_innovations_,1,0,0.0,0.49460927290963935
cc_news_31_Five_programming_languages_wit,1,1,100.0,0.7177841869448097
cc_news_32_How_the_blockchain_could_help_,1,0,0.0,0.5499318503111184
cc_news_33_Windows_10_wishlist:_Five_grip,1,0,0.0,0.5016025266181824
cc_news_34_The_top_5_iPhone_X_gestures_ev,1,0,0.0,0.4212541298498512
cc_news_35_HPE_and_NASA_experiment_with_',1,1,100.0,0.8102350404776038
cc_news_36_Apple's_FileVault_2_encryption,1,1,100.0,0.7002343983869999
cc_news_37_How_Google_Fiber_turned_2017_i,1,0,0.0,0.5864302261202698
cc_news_38_What_is_hyperconverged_infrast,1,0,0.0,0.6849498014848834
cc_news_39_How_to_choose_the_right_wearab,1,1,100.0,0.7136509927671234
cc_news_40_How_to_sort_and_delete_sets_of,1,0,0.0,0.6359532844560906
cc_news_41_Google_Cloud_Speech_API_gets_e,1,1,100.0,0.7241890033223731
cc_news_42_How_Australia's_backdoor_propo,1,0,0.0,0.6629305975493307
cc_news_43_How_one_AI_company_is_bringing,1,1,100.0,0.7041492407897106
cc_news_44_A_new_slim_version_of_Windows_,1,1,100.0,0.7035158579507507
cc_news_45_Essential_Phone_PH-1_review:_T,1,0,0.0,0.6207845398925529
cc_news_46_Fatal_pedestrian_crash_causes_,1,1,100.0,0.7937635795634628
cc_news_47_IBM_Watson_Data_Kits_speed_ent,1,0,0.0,0.6860983515010924
cc_news_48_How_the_NFL_and_Amazon_unleash,1,0,0.0,0.6280013532001935
cc_news_49_Microsoft_Office_users_beware:,1,0,0.0,0.4995593878942763
cc_news_50_Why_Wikipedia's_cofounder_want,1,1,100.0,0.7427366113793162
cc_news_51_iOS_11.4:_Here's_what_business,1,0,0.0,0.583797512096036
cc_news_52_How_to_build_a_simple_timeshee,1,0,0.0,0.4026909350331662
cc_news_53_Two_ways_to_speed_up_Excel_mac,1,0,0.0,0.5574412850207199
cc_news_54_Report:_Degree-holders_boostin,1,0,0.0,0.5636581535665407
cc_news_55_Worried_about_Gmail_snooping?_,1,0,0.0,0.6621801536984586
cc_news_56_Most_iPhone_X_owners_weren't_s,1,0,0.0,0.5717183442778413
cc_news_57_3_ways_to_reshape_your_workfor,1,0,0.0,0.6756478603740268
cc_news_58_3_tips_for_selecting_the_best_,1,0,0.0,0.5112425800827521
cc_news_59_Machine_learning_business_use_,1,1,100.0,0.74269419505177
cc_news_60_Built-in_keylogger_found_in_HP,1,1,100.0,0.7057215719481024
cc_news_61_Why_Docker's_survival_depends_,1,0,0.0,0.6152183032227476
cc_news_62_Why_some_of_the_world's_bigges,1,1,100.0,0.7566995400867366
cc_news_63_Why_non-IT_employees_are_now_d,1,1,100.0,0.779265276333145
cc_news_64_Drupal_admins:_Get_ready_for_e,1,0,0.0,0.6812144037347044
cc_news_65_Google's_Partner_Interconnect_,1,1,100.0,0.7131632122661071
cc_news_66_Cracking_open_Nintendo's_NES_C,1,0,0.0,0.6181959479931558
cc_news_67_Microsoft_SharePoint_tip:_Clea,1,1,100.0,0.7073438373638655
cc_news_68_6_tips_for_managing_your_menta,1,0,0.0,0.6637875743173232
cc_news_69_Pro_time_saver:_Amazon_Key_can,1,0,0.0,0.6947686729780763
cc_news_70_Amazon_launches_new_cloud_serv,1,0,0.0,0.6527942172725495
cc_news_71_What_your_company_can_learn_fr,1,0,0.0,0.6352161111398983
cc_news_72_Cambridge_Analytica's_Facebook,1,0,0.0,0.5816886623397223
cc_news_73_Learn_these_3_languages_now_if,1,0,0.0,0.6721760186066079
cc_news_74_Feeling_uninspired?_4_tips_for,1,0,0.0,0.5054364651460437
cc_news_75_Android_bug_causes_text_messag,1,1,100.0,0.7065256313281439
cc_news_76_Securing_smart_factories:_How_,1,0,0.0,0.6633410886200453
cc_news_77_How_to_develop_a_business_case,1,0,0.0,0.6175962703025277
cc_news_78_How_to_add_Google_Docs_to_the_,1,0,0.0,0.6663617747444631
cc_news_79_Mary_Meeker's_2018_internet_tr,1,0,0.0,0.6779356820499676
cc_news_80_'Unpatchable'_Nintendo_Switch_,1,1,100.0,0.7296820733183073
cc_news_81_How_to_find_and_interview_nont,1,0,0.0,0.6106073579347296
cc_news_82_How_to_install_Android's_Via_B,1,0,0.0,0.5549670849687497
cc_news_83_Free_PDF_download:_Tech_and_th,1,1,100.0,0.7596212957284986
cc_news_84_How_to_use_the_Windows_Tags_pr,1,0,0.0,0.558009207642958
cc_news_85_How_to_work_with_a_personal_co,1,0,0.0,0.698245043142605
"cc_news_86_Size_of_a_Raspberry_Pi,_power_",1,1,100.0,0.7224714979435201
cc_news_87_Storage_survey_aims_to_shed_li,1,1,100.0,0.7557380890479428
cc_news_88_The_werewolf_family_of_Nepal,1,0,0.0,0.61670239728259
cc_news_89_Transgender_College_Principal_,1,0,0.0,0.6062578822857172
cc_news_90_জেনের_সঙ্গে_আলাপ‚প্রেম_থেকে_বি,1,0,0.0,0.6084677520410137
cc_news_91_Shame_on_us_!_What_is_this?,1,0,0.0,0.6200316894661698
cc_news_92_Yogeeta_Bali_Wanted_To_Commit_,1,0,0.0,0.6037278434528561
cc_news_93_সোশ্যাল_মিডিয়ায়_ছবি_দিয়ে_কি_বয়,1,0,0.0,0.6011689376737533
cc_news_94_Cricketer_Mohammad_Kaif_Trolle,1,0,0.0,0.5938378248593482
cc_news_95_Sara_&_Ibrahim_are_very_excite,1,0,0.0,0.6000716716164042
cc_news_96_প্রাক্তন_প্রেমিকা_প্রিয়াঙ্কাকে,1,0,0.0,0.6120605162053644
cc_news_97_In_a_befitting_reply_to_his_de,1,0,0.0,0.6106499539155599
"cc_news_98_সাগর,_আই_লাভ_ইউ",1,0,0.0,0.6107382683559588
"cc_news_99_আরিব্বাস,_জাল_ডাক্তার!",1,0,0.0,0.6126190882122566
cc_news_100_ভ্যালেন্টাইনের_হাত_ধরে_গভীর_রা,1,0,0.0,0.6168490764608141
cc_news_101_A_school_drop_out_turns_into_f,1,0,0.0,0.6135565744141007
cc_news_102_Want_to_visit_India's_last_tea,1,0,0.0,0.6141691943026162
cc_news_103_Tapas_Paul_on_Connection_Betwe,1,0,0.0,0.6153216445864964
cc_news_104_He_is_The_Saree_Man_of_India_W,1,0,0.0,0.6088112075486248
cc_news_105_Hindu_college_students_to_wors,1,0,0.0,0.6005573330465802
cc_news_106_Subodh_and_I_have_decided_to_s,1,0,0.0,0.6100409362687533
cc_news_107_বেণু_তব_বাজাও_একাকী,1,0,0.0,0.6115846275056506
cc_news_108_মনে_আছে_‘মিঃ_ইন্ডিয়া’র_ছোট্ট_ট,1,0,0.0,0.6149705180266818
cc_news_109_Sharing_the_cottage_with_Shahi,1,0,0.0,0.6166717401810243
cc_news_110_Can_you_remember_Rajiv_&_Rinku,1,0,0.0,0.6128153814406271
cc_news_111_A_1400_pieces_silver-gilt_dinn,1,0,0.0,0.6086411332996149
cc_news_112_The_real_story_behind_St._Vale,1,0,0.0,0.6335434311964656
cc_news_113_Edmonton_man_arrested_in_Jaspe,1,0,0.0,0.5721265014317505
cc_news_114_Jasper_RCMP_seek_owners_of_aba,1,1,100.0,0.8017195530533121
cc_news_115_Trump_assails_U.S._intelligenc,1,0,0.0,0.6840382749879678
"cc_news_116_Safer_tomorrow,_thanks_to_Safe",1,0,0.0,0.4026739263094793
cc_news_117_For_hockey_fans_nostalgia_is_d,1,0,0.0,0.5329502293433914
"cc_news_118_Bitcoin_jumps_above_$1,000_for",1,0,0.0,0.6994120740436989
"cc_news_119_Man,_22,_dies_in_Duluth_neighb",1,0,0.0,0.5729842010085133
cc_news_120_Turkey_close_to_identifying_Is,1,1,100.0,0.7057075845765232
cc_news_121_Republican_Anne_Neu_wins_speci,1,0,0.0,0.4741638783056394
cc_news_122_Report:_Trump_campaign_had_rep,1,0,0.0,0.6208102086821045
cc_news_123_Editorial:_North_Dakota's_effi,1,1,100.0,0.7175772633745938
"cc_news_124_Wild_pepper_goal,_but_can't_sc",1,0,0.0,0.5613985328011986
cc_news_125_Cuba_puts_on_show_of_strength_,1,0,0.0,0.5299073062215879
cc_news_126_UPDATE:_Man_fires_shots_from_n,1,1,100.0,0.7533572918451814
cc_news_127_ND_state_senators_vote_down_bi,1,1,100.0,0.7336527474093831
cc_news_128_Twins'_Perkins_encouraged_afte,1,0,0.0,0.6455399352732352
cc_news_129_Man_accused_in_Crookston_bar_d,1,0,0.0,0.6420051890614993
cc_news_130_Ten_different_players_score_fo,1,1,100.0,0.7198844632806308
"cc_news_131_George_Will:_To_2016,_American",1,0,0.0,0.6001579862001079
cc_news_132_Tribe_asks_court_to_overturn_p,1,1,100.0,0.7177627871433102
cc_news_133_Trump_administration_sued_over,1,0,0.0,0.6612199218119781
cc_news_134_Legislators_fear_law_allowing_,1,0,0.0,0.5799892389562946
cc_news_135_Islamic_State_claims_Istanbul_,1,0,0.0,0.5692059188172965
cc_news_136_Former_UND_med_school_could_ge,1,0,0.0,0.5983096141021759
cc_news_137_Red_River_turns_it_on_in_secon,1,0,0.0,0.49619028218111816
cc_news_138_Pope_tells_bishops_to_have_zer,1,0,0.0,0.5880067766939253
cc_news_139_Trump_leaning_toward_Georgia_e,1,1,100.0,0.7868769110521358
cc_news_140_Mathison:_Setting_a_big_goal?_,1,0,0.0,0.5178831948808041
cc_news_141_UPDATE:_Former_Twins_manager_G,1,0,0.0,0.689124575542906
cc_news_142_Editorial:_Kennedy_should_lear,1,0,0.0,0.541468543075291
cc_news_143_A_day_for_friendship:_Grand_Fo,1,1,100.0,0.7868752363496613
cc_news_144_Lead_exposure_in_children:_a_g,1,0,0.0,0.5428531482170943
cc_news_145_New_Brighton_brothers_build_(a,1,1,100.0,0.7705200197494907
cc_news_146_McFeely:_UND_president_goes_hi,1,0,0.0,0.6448262501757315
"cc_news_147_Despite_Wiggins'_41_points,_Ca",1,0,0.0,0.5803242512312587
cc_news_148_Billie_Lourd_breaks_silence_on,1,0,0.0,0.5511822379635027
cc_news_149_80-year-old_Thief_River_Falls_,1,1,100.0,0.7157011367144362
cc_news_150_ND_heat_wave_next_week_could_l,1,0,0.0,0.6599050364458318
cc_news_151_Devils_Lake_man_accused_of_ter,1,1,100.0,0.7954162708461829
cc_news_152_Judge_closes_hearing_on_South_,1,0,0.0,0.6418929480335002
cc_news_153_Balance_powers_Red_River_over_,1,0,0.0,0.4915854612783676
cc_news_154_Legislators_delay_action_on_fu,1,0,0.0,0.6617595692481458
cc_news_155_Judge_spells_out_rules_for_cou,1,0,0.0,0.6355580620488217
cc_news_156_Scott_Hennen:_GoFundMe's_NoDAP,1,0,0.0,0.4971463392596702
cc_news_157_France_finds_bird_flu_in_new_p,1,1,100.0,0.7234982020525169
cc_news_158_Jamestown_lawmaker_seeks_to_ke,1,0,0.0,0.6071387848953709
cc_news_159_Traffic_collision_injures_Gran,1,0,0.0,0.6424413364364938
cc_news_160_Evacuees_from_California_dam_c,1,1,100.0,0.7566723918273891
cc_news_161_Some_like_it_hot:_Heat_wave_ne,1,0,0.0,0.5491927732289309
cc_news_162_Lloyd_Omdahl:_Governor_faces_r,1,0,0.0,0.5582345880805432
cc_news_163_N._Korea_suspected_behind_murd,1,0,0.0,0.6023722754912316
cc_news_164_Police:_Saving_a_life_comes_fi,1,0,0.0,0.5818793442561571
cc_news_165_Ethics_office_urges_White_Hous,1,1,100.0,0.7282130677533807
cc_news_166_Letter:_Event_coordinator_outs,1,0,0.0,0.6090510297469723
cc_news_167_CDC_considers_lowering_thresho,1,1,100.0,0.7439524620884506
cc_news_168_Protect_Minnesota_group_takes_,1,1,100.0,0.729361286150257
cc_news_169_Concordia_Language_Villages_di,1,1,100.0,0.7637492611452393
cc_news_170_Around_60_killed_as_drug_gangs,1,1,100.0,0.7265966155960444
cc_news_171_Group_looks_to_recruit_Nolan_f,1,1,100.0,0.7315745763377214
cc_news_172_Local_clipboard,1,0,0.0,0.48090638517148526
cc_news_173_Minnesota_group_holds_first-ev,1,1,100.0,0.7768951277088444
cc_news_174_Red_River_sweeps_Central_in_ba,1,1,100.0,0.7803968801210943
cc_news_175_Having_a_ball:_Seniors_two-ste,1,1,100.0,0.729619229726765
cc_news_176_Port:_Let’s_start_giving_polit,1,1,100.0,0.8000566010729149
cc_news_177_Grieving_for_America_on_the_4t,1,1,100.0,0.8568713514390774
"cc_news_178_The_Razor_and_Blades_Model,_Ap",1,1,100.0,0.7955046395422044
cc_news_179_ACT_UP_At_30:_Reinvigorated_Fo,1,0,0.0,0.4555544783785904
"cc_news_180_In_Germany,_Churchgoers_Are_En",1,1,100.0,0.7046341027244656
"cc_news_181_In_Portugal,_Drug_Use_Is_Treat",1,0,0.0,0.6223117823798824
cc_news_182_City_Seeks_Public_Input_On_San,1,1,100.0,0.74699336125375
cc_news_183_Schools_Will_Soon_Have_To_Put_,1,0,0.0,0.6482701831557571
"cc_news_184_Men,_Listen_Up:_Women_Like_The",1,0,0.0,0.6195216079447708
cc_news_185_San_Antonio's_Confederate_Monu,1,1,100.0,0.7071735300300982
"cc_news_186_Its_Survival_In_Doubt,_Sears_S",1,0,0.0,0.4160185705475392
cc_news_187_Charlottesville_Rally_Aimed_To,1,0,0.0,0.6427482524416344
cc_news_188_Taylor_Swift_Wins_Sexual_Assau,1,1,100.0,0.7060356491090508
cc_news_189_White_Supremacist_Site_Is_Bann,1,0,0.0,0.6713741291394932
cc_news_190_Mexico_Catches_One_Of_Several_,1,0,0.0,0.6854974364891768
cc_news_191_Best_Of_Broadway_Comes_to_Kerr,1,1,100.0,0.7756457949308853
cc_news_192_Tips_For_Filing_Your_Taxes_Ahe,1,1,100.0,0.7686995764028656
"cc_news_193_In_The_Rockies,_Climate_Change",1,0,0.0,0.48684323374757194
cc_news_194_Forget_Tough_Passwords:_New_Gu,1,0,0.0,0.6022279691763814
cc_news_195_White_Nationalist_Rally_At_Tex,1,0,0.0,0.5170408866626843
cc_news_196_San_Antonio_and_Bexar_County_V,1,0,0.0,0.6846565626340176
"cc_news_197_Once_Routine,_ICE_Check-Ins_No",1,0,0.0,0.5766859234011028
"cc_news_198_Trump_Calls_Out_KKK,_White_Sup",1,0,0.0,0.6628852536364973
cc_news_199_Making_Sense_Of_Charlottesvill,1,0,0.0,0.5255767389111569
"cc_news_200_For_Syrian_Refugees_In_Turkey,",1,0,0.0,0.5257733403043424
"cc_news_201_Black_Bodies,_Green_Spaces",1,0,0.0,0.5848156502393778
cc_news_202_Trump_Administration_Extends_D,1,0,0.0,0.6393225044781085
cc_news_203_Trump_Administration_Takes_Key,1,0,0.0,0.45733160604912276
cc_news_204_Conflicting_Rallies_Converge_O,1,0,0.0,0.34066336377975415
cc_news_205_Arkansas_Pushes_To_Carry_Out_E,1,1,100.0,0.7761306751480912
cc_news_206_As_U.S._Copes_With_Charlottesv,1,0,0.0,0.4037389247682803
cc_news_207_A_73-Year-Old_Is_Latest_Victim,1,0,0.0,0.4578836440864956
cc_news_208_Young_Astronaut_Hopeful_Gets_N,1,0,0.0,0.5251817055818477
cc_news_209_Sitting_26-Feet-High_Atop_A_Ho,1,0,0.0,0.5510741505823248
cc_news_210_Republicans_Look_To_Avoid_A_Po,1,0,0.0,0.39948731792753
cc_news_211_WATCH:_Charlottesville_Victim',1,0,0.0,0.6106787578964231
"cc_news_212_On_The_Internet,_Everyone_Know",1,0,0.0,0.6085977417547023
cc_news_213_Why_Future_Earthlings_Won't_Se,1,0,0.0,0.6194458047024954
"cc_news_214_After_Coming_Out_As_Gay,_A_Rus",1,0,0.0,0.5758335232380243
cc_news_215_Big_City_Escapee_Is_Living_In_,1,0,0.0,0.4513757587406672
cc_news_216_Gas_Leak_At_BP_Oil_Well_In_Ala,1,0,0.0,0.526160857851527
cc_news_217_Tech_Is_Dominating_Efforts_To_,1,0,0.0,0.3447561814749517
cc_news_218_Resurrecting_The_Lost_Art_Of_S,1,0,0.0,0.5081880379681092
cc_news_219_American_Students_Turning_To_',1,1,100.0,0.7887114287315767
cc_news_220_As_Pakistan_Marks_70_Years_Of_,1,0,0.0,0.5404780499759785
cc_news_221_The_Opioid_Crisis_As_'National,1,1,100.0,0.8076972060810488
cc_news_222_Resources_For_Educators_To_Use,1,0,0.0,0.5417026006700659
cc_news_223_Poet_Imagines_Life_Inside_A_19,1,0,0.0,0.4171082644628574
"cc_news_224_Our_Homes_May_Get_Smarter,_But",1,0,0.0,0.5105563836856579
"cc_news_225_For_Jews,_Passover_Is_A_Time_O",1,0,0.0,0.5061489091847363
cc_news_226_Seven_Bexar_County_Deputies_Pl,1,1,100.0,0.8691341214788287
"cc_news_227_Surprise,_Trump's_Education_Id",1,0,0.0,0.5586998912597223
cc_news_228_'Shattered'_Picks_Through_The_,1,0,0.0,0.5235772694855311
"cc_news_229_Bitcoin_Streaks_To_$4,300_Mark",1,0,0.0,0.6949083018072553
cc_news_230_Nonprofit_Working_To_Block_Dru,1,0,0.0,0.536086969770262
cc_news_231_Charlottesville_Suspect_To_Rem,1,0,0.0,0.6390357979818703
cc_news_232_U.K._Prime_Minister_Calls_For_,1,0,0.0,0.3919429877553403
cc_news_233_Hundreds_Feared_Dead_After_Mud,1,0,0.0,0.6933732128895592
cc_news_234_Trump_Turns_To_43-Year-Old_'Am,1,0,0.0,0.49210409411197814
cc_news_235_Later_School_Start_Times_Spark,1,1,100.0,0.7102609679867224
cc_news_236_As_Trump_Inquiries_Flood_Ethic,1,0,0.0,0.6505003130442238
cc_news_237_Leader_Of_Texas_A&M_Protest_Ag,1,0,0.0,0.6165706331665887
cc_news_238_British_Cybersecurity_Expert_P,1,0,0.0,0.6200857851111112
cc_news_239_Big_Ben's_Big_Bong_Is_About_To,1,0,0.0,0.550900777039165
cc_news_240_Alabama_GOP_Senate_Primary_Tes,1,0,0.0,0.6252969859657925
cc_news_241_2_First-Time_Boston_Marathoner,1,0,0.0,0.6589651049719997
cc_news_242_Navigating_The_'Aisle_Of_Confu,1,0,0.0,0.5097179306861959
cc_news_243_Why_The_Government_Can't_Bring,1,0,0.0,0.5730006208813706
"cc_news_244_In_Children's_Storybooks,_Real",1,0,0.0,0.5834844997969771
cc_news_245_Home-Based_Drug_Treatment_Prog,1,0,0.0,0.44679529693818076
"cc_news_246_Amid_Aid_Uncertainty,_U.S._Cou",1,0,0.0,0.4649333659496028
"cc_news_247_After_Charlottesville,_Central",1,1,100.0,0.7137948727293526
"cc_news_248_Work_Can_Be_Stressful,_Dangero",1,0,0.0,0.6400147253197109
