doc_id,total_chunks,covered_chunks,coverage_percentage,average_similarity
cc_news_249_Merck_CEO_Resigns_From_A_Trump,1,0,0.0,0.528299085494427
cc_news_250_Nurse_Wins_Prize_For_Research_,1,0,0.0,0.5474136342610746
cc_news_251_At_Least_18_Dead_After_Gunmen_,1,0,0.0,0.6545048952284713
cc_news_252_PHOTOS:_'Almost_Edible'_106-Ye,1,0,0.0,0.6673044993443137
cc_news_253_Popular_Pesticides_Keep_Bumble,1,0,0.0,0.5711799302206708
cc_news_254_Peep_Show:_Watch_Us_Calculate_,1,1,100.0,0.7874578240026393
cc_news_255_Could_A_San_Antonio_Federal_Pa,1,0,0.0,0.581115070865057
cc_news_256_Ride_Hailing_In_Rural_America:,1,0,0.0,0.5550130056727159
cc_news_257_Charlottesville_Violence_Highl,1,0,0.0,0.5076736655034029
"cc_news_258_With_Six_Weeks_Left,_Can_The_H",1,0,0.0,0.3823913686956964
cc_news_259_Erdogan_Says_Monitors_Question,1,0,0.0,0.5579471751562105
cc_news_260_San_Antonio_Seeking_Feedback_O,1,1,100.0,0.798910228219207
cc_news_261_Real_time_energy_financing_and,1,1,100.0,0.8277047911985871
cc_news_262_Real_time_energy_financing_and,1,1,100.0,0.8283215749113885
cc_news_263_Real_time_energy_financing_and,1,1,100.0,0.8306849462659582
cc_news_264_Real_time_energy_financing_and,1,0,0.0,0.639289050940585
"cc_news_265_SBI,_PNB,_UBI_cut_lending_rate",1,1,100.0,0.76883650634782
cc_news_266_Mulayam_rushes_to_Delhi_to_mee,1,1,100.0,0.7580794414008049
cc_news_267_Akhilesh_replaces_Mulayam_as_p,1,0,0.0,0.6021554534809197
cc_news_268_Long_range_Agni_IV_missile_tes,1,1,100.0,0.8300647379476869
cc_news_269_Petrol_and_diesel_prices_hiked,1,0,0.0,0.6693806990671107
cc_news_270_Jyotiraditya_to_begin_‘satyagr,1,1,100.0,0.777610263508239
cc_news_271_Simulation_shows_swirling_of_s,1,0,0.0,0.6319168487082732
cc_news_272_Download_comprehensive_police_,1,1,100.0,0.7425474604684161
"cc_news_273_Waiting_Game,_through_the_step",1,1,100.0,0.7989286770672245
cc_news_274_Game_of_Thrones_character_char,1,0,0.0,0.6275302905263116
cc_news_275_Mappings_for_Choose_Your_Own_A,1,1,100.0,0.7082174956082725
cc_news_276_How_far_you_can_drive_out_of_t,1,1,100.0,0.7303682806059048
cc_news_277_Open_data_from_The_White_House,1,1,100.0,0.7552409258295165
"cc_news_278_In_2017,_No_More_than_Five_Day",1,0,0.0,0.4959871413951827
cc_news_279_Counting_the_times_Kevin_Duran,1,1,100.0,0.7699313657765019
cc_news_280_Black_boys_dropping_income_lev,1,0,0.0,0.6938074643930755
"cc_news_281_Rivals_250_OL_cuts_list,_will_",1,1,100.0,0.7912370348167032
cc_news_282_Rob_Moses_Photography,1,0,0.0,0.33847726146564383
cc_news_283_Rob_Moses_Photography,1,0,0.0,0.37502786481179645
cc_news_284_Boddie's_quick_trip_to_Tech_pu,1,1,100.0,0.828968500979064
cc_news_285_Countdown_to_Kickoff_#94_Anree,1,0,0.0,0.6047933562250258
cc_news_286_Redshirt_Report:_Tre_Swilling,1,1,100.0,0.7305907538799558
cc_news_287_JOL_Podcast_4/24,1,1,100.0,0.8937656022081149
cc_news_288_Jackets_have_impressed_Johnson,1,1,100.0,0.8490224315433477
cc_news_289_IDNR_waiting_on_deer_disease_r,1,1,100.0,0.7011497784312216
cc_news_290_Macon_Co._History_Museum_shutt,1,0,0.0,0.47198862200873404
cc_news_291_Secretary_of_State_to_soon_rol,1,1,100.0,0.8273432731377938
cc_news_292_Illini_grab_first_Big_10_win_o,1,1,100.0,0.8071807851085655
cc_news_293_Did_Vogue_Actually_'Love'_Kend,1,0,0.0,0.6846446921998663
cc_news_294_Scarlett_Johnasson_Says_Monoga,1,0,0.0,0.31771919529280557
cc_news_295_ISIS_Claims_Responsibility_for,1,1,100.0,0.7239087749782923
cc_news_296_Beyoncé_Chose_Her_Mom_Over_Coa,1,0,0.0,0.38615209321800226
cc_news_297_Journalist_Who_Broke_Story_of_,1,0,0.0,0.6289327600343683
cc_news_298_How_Do_You_Talk_to_Your_Kids_A,1,0,0.0,0.3575541038742338
cc_news_299_Is_Orlando_Bloom_Taking_Dating,1,0,0.0,0.6024791586595388
cc_news_300_Prince's_Doctor_Reportedly_Wro,1,1,100.0,0.7451279801371522
cc_news_301_Mark_Hamill's_Tribute_to_Carri,1,0,0.0,0.6628130563794721
cc_news_302_A_Mildly_Horrifying_Year_in_Se,1,0,0.0,0.44141580084978255
cc_news_303_Twitter_Is_an_Emotional_Bitch,1,0,0.0,0.6248873073432882
cc_news_304_Baronet_Seeks_Young_Wife,1,0,0.0,0.4096807346816086
cc_news_305_The_New_Teaser_for_Outlander_S,1,1,100.0,0.7280398627114202
cc_news_306_Harry_Styles_Is_Hot_and_Good,1,0,0.0,0.6389159514747148
cc_news_307_Prince_Harry_Talks_About_Final,1,0,0.0,0.47060185263447507
"cc_news_308_Harrison_Ford,_Get_Off_Your_Pl",1,1,100.0,0.7431638470680632
cc_news_309_The_Famous_Men_Don't_Want_You_,1,0,0.0,0.5671802478659427
cc_news_310_Mariah_Carey_Says_Her_New_Year,1,0,0.0,0.3805698928195139
"cc_news_311_Finally,_an_American_Girl_Doll",1,0,0.0,0.5706032885954799
cc_news_312_Pope_Tells_Bishops_It's_Time_t,1,0,0.0,0.6958322110108033
cc_news_313_Coachella-Goers_Can_Be_Part_of,1,1,100.0,0.799130298158902
cc_news_314_The_Real_Harry_Potter_Was_Bust,1,1,100.0,0.7447334288550859
cc_news_315_Octavia_Spencer_on_Diversity_i,1,1,100.0,0.7384013503310312
cc_news_316_Would_You_Immortalize_Marilyn_,1,0,0.0,0.6742339208721616
cc_news_317_Woman_Attacked_for_Running_the,1,0,0.0,0.6760032257174128
cc_news_318_Some_of_the_deadliest_mass_sho,1,0,0.0,0.6610332806738877
cc_news_319_Thumbtack_Releases_New_Researc,1,0,0.0,0.4876714160826403
cc_news_320_Michigan_AG_seeks_university_e,1,1,100.0,0.7498610423248835
cc_news_321_Celeb_birthdays_for_the_week_o,1,0,0.0,0.45389907351048303
"cc_news_322_Athletic_acts_quickly,_signs_M",1,1,100.0,0.7269029520121653
cc_news_323_USA_Hockey_won't_name_replacem,1,1,100.0,0.8434903176617402
"cc_news_324_Keio_Plaza_Hotel_Tokyo_Hosts_""",1,1,100.0,0.8462466773477573
cc_news_325_Colombia_suspends_peace_talks_,1,1,100.0,0.7581611090524593
cc_news_326_Roku_Adds_Live_and_Linear_News,1,0,0.0,0.5771206890084253
cc_news_327_Spain's_economy_slows_down_sli,1,1,100.0,0.7052670054889189
cc_news_328_Japan_approves_contentious_bil,1,0,0.0,0.6866370024815731
cc_news_329_Tunisia:_Officials_say_man_ble,1,1,100.0,0.7294088731361904
cc_news_330_Exclusive_Group_‘Goes_it_alone,1,0,0.0,0.5048686932815066
"cc_news_331_3_dead,_2_injured_as_helicopte",1,1,100.0,0.7257461893292204
cc_news_332_France_launches_lottery_to_hel,1,1,100.0,0.7817607097241825
"cc_news_333_No,_that_wasn't_drool_on_his_l",1,0,0.0,0.6709377721241927
cc_news_334_Business_Highlights,1,0,0.0,0.5568314004772928
cc_news_335_Things_to_know_about_mass_shoo,1,0,0.0,0.6244496758265057
"cc_news_336_Kochs_warm_to_Trump_policies,_",1,0,0.0,0.5917177103361032
cc_news_337_Drivers_take_cover_in_Rio_amid,1,1,100.0,0.7255290929088686
cc_news_338_Somali_extremists_in_bloody_re,1,1,100.0,0.8107482994044103
cc_news_339_National_Hockey_League,1,0,0.0,0.6455051168026789
cc_news_340_RNC_chair_says_she'll_return_W,1,1,100.0,0.7488923877964128
cc_news_341_Dutch_health_care_giant_Philip,1,1,100.0,0.775727708081295
cc_news_342_American_twins_will_have_some_,1,0,0.0,0.5156280502151602
cc_news_343_Egypt_opens_Eni_gas_field_2_ye,1,1,100.0,0.7793852186060468
cc_news_344_Feds_seek_35_years_for_pharmac,1,1,100.0,0.7511218109243236
cc_news_345_US_says_NAFTA_talks_are_progre,1,0,0.0,0.6284142888118549
cc_news_346_West_Ham_defender_gets_6-game_,1,1,100.0,0.8477312867900751
cc_news_347_French_authorities_call_for_ca,1,1,100.0,0.7363726524323917
cc_news_348_Archeologists_open_burial_cham,1,1,100.0,0.7489791172676942
cc_news_349_eBay_and_PayPal_Finalize_New_P,1,1,100.0,0.8287834614123298
cc_news_350_Taipei_mayor_pledges_to_minimi,1,0,0.0,0.6601740928018178
cc_news_351_Houston_18-year-old_arrested_o,1,0,0.0,0.6988525207198985
cc_news_352_Robots_could_descend_into_old_,1,1,100.0,0.7249873217910603
cc_news_353_Correction:_Deadly_Car_Wash_Sh,1,0,0.0,0.6074714314695202
cc_news_354_Sears_lays_off_220_workers_at_,1,1,100.0,0.7623733185662718
cc_news_355_Peru_party_loyal_to_Fujimori_e,1,1,100.0,0.8266858597000487
cc_news_356_California_gauges_snowpack_ami,1,1,100.0,0.7604569418986676
"cc_news_357_BC-US--Sugar,_US",1,1,100.0,0.8353223408734788
cc_news_358_US_diplomat_in_Nigeria_says_co,1,0,0.0,0.6856069886900805
cc_news_359_Health_care_companies_lead_US_,1,0,0.0,0.6328657299457552
cc_news_360_How_Fed_hike_will_affect_US_co,1,0,0.0,0.6488182991190278
cc_news_361_Depleted_West_Ham_holds_Crysta,1,1,100.0,0.7425628935062326
cc_news_362_Rockwell_Automation_Simplifies,1,0,0.0,0.6467184308173394
cc_news_363_18-year-old_gets_plea_deal_in_,1,0,0.0,0.6633822962800812
cc_news_364_Auditor's_handling_of_whistleb,1,1,100.0,0.7864138759849847
cc_news_365_Costa_Rica_says_coach_out_afte,1,1,100.0,0.7798252123248052
cc_news_366_Lorde_scribbled_thanks_to_fans,1,1,100.0,0.8015918217969632
cc_news_367_Judge_tosses_lawsuit_by_Utah_i,1,1,100.0,0.7125787594868019
cc_news_368_Joel_Johnson_selected_to_coach,1,1,100.0,0.7979592950224127
cc_news_369_High_hopes_as_always_in_first_,1,0,0.0,0.6392645756453862
cc_news_370_Trial_starts_for_teen_police_s,1,1,100.0,0.7056807485656243
cc_news_371_Global_GIS_Market_in_Telecom_S,1,1,100.0,0.7871491150699841
cc_news_372_Trial_starts_for_woman_charged,1,1,100.0,0.7032597971589978
cc_news_373_Chang_Redux:_US_man_employs_un,1,0,0.0,0.6367581102669994
cc_news_374_Treasury_boosts_size_of_securi,1,1,100.0,0.7692433524111525
cc_news_375_Afghan_troops_free_prisoners_h,1,1,100.0,0.7315511844917179
cc_news_376_Daimler_reports_record_profit_,1,1,100.0,0.8183737469744881
cc_news_377_'Remember_Me'_songwriters_on_b,1,1,100.0,0.7726680507273607
cc_news_378_Top_25_Capsules,1,0,0.0,0.590580059462168
cc_news_379_'Sex_in_the_City'_star_Cynthia,1,1,100.0,0.7193329865669182
cc_news_380_Pakistan_eliminates_Zimbabwe_f,1,0,0.0,0.6838223205832638
cc_news_381_National_Hockey_League,1,0,0.0,0.6214991636192839
cc_news_382_Text_of_President_Donald_Trump,1,0,0.0,0.4778227937263751
cc_news_383_Can_the_average_Taiwanese_pers,1,0,0.0,0.6940909125881183
cc_news_384_Hearing_set_in_case_of_Minneso,1,0,0.0,0.6705010348737378
cc_news_385_Michigan_police_department_to_,1,1,100.0,0.7876727630189773
cc_news_386_Pentagon_salutes_US-India_ties,1,1,100.0,0.7867081866252346
cc_news_387_Islamic_State_group_claims_the,1,1,100.0,0.8718361141727936
cc_news_388_German_state_orders_crosses_mo,1,1,100.0,0.8227078710497107
cc_news_389_Image_of_Asia:_Preparing_a_sai,1,1,100.0,0.7592324768381982
"cc_news_390_Jordan_Peele_talks_Oscars,_'Ge",1,0,0.0,0.6768946114122294
cc_news_391_National_Hockey_League,1,0,0.0,0.6400129449079591
cc_news_392_Dutch_safety_watchdog_urges_im,1,1,100.0,0.7722157712368057
cc_news_393_Pentagon_to_allow_transgender_,1,1,100.0,0.7080401088032489
cc_news_394_Alpine_ski_techs_are_out_of_si,1,0,0.0,0.6621845349661577
cc_news_395_Olympic_downhill_designer_says,1,0,0.0,0.630372785684498
cc_news_396_DC_statehood_supporters_to_lob,1,1,100.0,0.7779058594274808
cc_news_397_The_Latest:_Pacific_admiral_co,1,0,0.0,0.6787626648094117
cc_news_398_Amazing_Lash_Studio_Success_At,1,0,0.0,0.47389646634267557
cc_news_399_Eriksen_scores_after_11_second,1,1,100.0,0.8258933114779385
cc_news_400_Fruits_and_Vegetable_Processin,1,1,100.0,0.8287021432111153
cc_news_401_Man_accused_in_terror_plot_ask,1,0,0.0,0.6337165315653905
cc_news_402_ICYMI_in_NFL_Week_14:_Savage_h,1,0,0.0,0.48224184164004796
cc_news_403_Activists_use_spectacle_of_Sup,1,1,100.0,0.7350199886122398
cc_news_404_National_Hockey_League,1,0,0.0,0.6231638825428337
cc_news_405_Admin_says_big_revenue_from_GO,1,0,0.0,0.6731898196402462
cc_news_406_Marshall_Gerstein_Opens_Raleig,1,0,0.0,0.5899135773850569
cc_news_407_Russian_and_Turkish_presidents,1,1,100.0,0.7725367258683105
"cc_news_408_Wrongfully_deported,_she's_bac",1,1,100.0,0.7650159735195753
cc_news_409_Russia_making_progress_on_raci,1,1,100.0,0.7529745111778509
"cc_news_410_Seeking_closer_ties,_Qatar_to_",1,1,100.0,0.766953723798867
cc_news_411_3_more_Russians_appeal_against,1,1,100.0,0.7290445534750156
cc_news_412_Dallas_man_set_to_die_for_kill,1,0,0.0,0.6448087665062006
cc_news_413_AP_Source:_Panthers_reach_3-ye,1,1,100.0,0.7986357624729349
cc_news_414_Former_Kenyan_VP_says_home_att,1,1,100.0,0.7439173072018669
cc_news_415_Federer_beats_Cilic_in_Aussie_,1,1,100.0,0.7052555138652304
cc_news_416_Photo_of_the_Day:_Artist's_ske,1,0,0.0,0.6741748542290608
"cc_news_417_After_NYC_subway_bombing,_Trum",1,0,0.0,0.6891654256786774
cc_news_418_Venezuela_presidential_challen,1,1,100.0,0.7835673001699731
cc_news_419_Indonesian_capital_votes_in_te,1,1,100.0,0.7291597294701895
cc_news_420_Partner_arrested_in_killing_of,1,1,100.0,0.779405407899026
cc_news_421_Expanded_Conference_Glance,1,0,0.0,0.5585145603430747
cc_news_422_Biz_leaders_urge_early_electio,1,1,100.0,0.8073699887096012
cc_news_423_'Archie'_artist_honored_with_s,1,1,100.0,0.7247876272153112
cc_news_424_Sociedad_signs_Mexico_defender,1,1,100.0,0.7450494597470648
cc_news_425_French-Italian_crew_wins_Leg_1,1,1,100.0,0.8308654950913116
cc_news_426_Former_UN_chief:_Trump_causing,1,0,0.0,0.6488724526971217
cc_news_427_On_a_monthlong_cruise_of_Afric,1,0,0.0,0.6152069527404701
cc_news_428_3_state_attorneys_favor_wallin,1,1,100.0,0.7228087881500451
cc_news_429_Expanded_Conference_Glance,1,0,0.0,0.5579087141733909
cc_news_430_Brazilian_who_pushed_abortion_,1,1,100.0,0.828149433857161
"cc_news_431_New_Russia_sanctions_kick_in,_",1,1,100.0,0.7706247115794761
cc_news_432_Shortest_hole_at_longest_US_Op,1,0,0.0,0.6747046254467477
cc_news_433_Lawsuit:_Plan_to_recover_endan,1,0,0.0,0.5930782470139174
cc_news_434_Kushner_Cos._pull_request_tax_,1,0,0.0,0.676656033303852
cc_news_435_17_migrants_reach_Montenegro_o,1,1,100.0,0.8495916919743858
cc_news_436_Mexico_City_arrests_man_over_b,1,1,100.0,0.7842629447770977
cc_news_437_Peloton_Names_Pamela_Thomas-Gr,1,0,0.0,0.339090825603692
cc_news_438_Iraqi_Shiite_cleric_urges_figh,1,1,100.0,0.7893043350276413
cc_news_439_Lunar_Showstopper:_1st_super_b,1,0,0.0,0.6161578848917676
cc_news_440_Pediatric_Associates_and_TruMe,1,0,0.0,0.4534612246184327
cc_news_441_F-16C_crashes_while_trying_to_,1,0,0.0,0.657588040298418
cc_news_442_Turkish_amateur_club_signs_pla,1,1,100.0,0.8217203314456338
cc_news_443_Indian_wildlife_sanctuary_sees,1,1,100.0,0.7776087727339723
cc_news_444_Increasing_Production_of_Lead_,1,0,0.0,0.5279633805095734
cc_news_445_Sri_Lanka_journalists_remember,1,1,100.0,0.7682590381717113
cc_news_446_Pope_asks_Vatican's_top_sex_cr,1,1,100.0,0.8728613700636414
cc_news_447_Lake_Placid_hosting_monthlong_,1,0,0.0,0.6686265951690936
cc_news_448_Vietnam_jails_3_activists_for_,1,1,100.0,0.7860125410043094
cc_news_449_Man_convicted_in_deadly_2012_h,1,0,0.0,0.6855916883274706
cc_news_450_Syria_recognizes_Georgia's_bre,1,1,100.0,0.8107549142635455
cc_news_451_Humana_and_Landmark_Announce_I,1,0,0.0,0.3842822255741813
cc_news_452_More_questions_than_answers_in,1,0,0.0,0.572638474173887
cc_news_453_UK's_Theresa_May_heads_for_Chi,1,1,100.0,0.7974366327595489
cc_news_454_Aldevron_Appoints_Don_Kania_to,1,0,0.0,0.4225182945802203
cc_news_455_NY_Rangers_buying_out_contract,1,1,100.0,0.7780722736989979
cc_news_456_Day_of_US-NKorea_meetings_to_s,1,1,100.0,0.7514139683680348
cc_news_457_Civil_rights_song_'We_Shall_Ov,1,1,100.0,0.7247394974619958
cc_news_458_McDaniels_capitalizes_on_secon,1,0,0.0,0.5391808748644983
"cc_news_459_MCG_to_host_women's,_men's_T20",1,1,100.0,0.7898747018358803
cc_news_460_Otsuka’s_JYNARQUE™_(tolvaptan),1,0,0.0,0.6446877434340254
cc_news_461_Death_from_tear_gas_or_bad_hea,1,0,0.0,0.684540769620867
cc_news_462_Oil_giant_Shell_wins_9_blocks_,1,1,100.0,0.8237077632145149
cc_news_463_Trump_favors_release_of_memo_W,1,0,0.0,0.6393072696498394
cc_news_464_Man_dies_in_pressroom_accident,1,1,100.0,0.7394257251178394
cc_news_465_Ex-Hawaii_official_now_says_he,1,1,100.0,0.7857226604670986
cc_news_466_Federal_appeals_court_consider,1,1,100.0,0.7133104723360734
cc_news_467_Seoul:_North_Korea_cancels_pre,1,0,0.0,0.6579049600579208
cc_news_468_The_Latest:_Russia:_Iran_pullo,1,0,0.0,0.5690689548382604
cc_news_469_Rescued_French_climber_leaves_,1,1,100.0,0.7381461739973928
cc_news_470_US_arrests_Mexican_immigrant_',1,0,0.0,0.6706853307514412
cc_news_471_Taylor_Swift_groper_hired_as_a,1,1,100.0,0.7066799074361494
cc_news_472_Former_champion_swimmer_Hacket,1,0,0.0,0.6895923659406757
cc_news_473_UK_vacationers_can_guarantee_a,1,1,100.0,0.7393109346125308
cc_news_474_North_Korea:_Russian_Foreign_M,1,0,0.0,0.6849563663681716
cc_news_475_Police:_Mom_drove_over_baby_in,1,1,100.0,0.7498212143463742
cc_news_476_Langer_to_miss_Senior_PGA_titl,1,0,0.0,0.43802021104207195
cc_news_477_North_Carolina_man_fell_into_Y,1,1,100.0,0.7168776292573649
cc_news_478_The_Latest:_NYC_launches_inves,1,0,0.0,0.6527273406063772
cc_news_479_Pharmaceutical_Packaging_Equip,1,1,100.0,0.811399161865586
cc_news_480_Police:_Florida_man_'swung_a_s,1,0,0.0,0.6796129356548467
cc_news_481_Philippine's_Duterte_asks_Cong,1,1,100.0,0.7274468064972095
cc_news_482_Michigan_panel_urges_temporary,1,1,100.0,0.702795864938294
cc_news_483_Non-married_couples_now_allowe,1,1,100.0,0.8194029060614515
cc_news_484_Paris_attacks_victims_aim_to_f,1,1,100.0,0.813005842096164
cc_news_485_Mexico's_Lopez_Obrador_sets_$7,1,1,100.0,0.7650446965117979
cc_news_486_Community_raises_money_to_send,1,0,0.0,0.585111429503443
cc_news_487_Technological_Advances_to_Driv,1,1,100.0,0.8206746390642113
cc_news_488_Coast_Guard_rescues_Bahamian_m,1,1,100.0,0.7610308598844425
cc_news_489_Trump_says_Mnuchin_will_travel,1,1,100.0,0.750583977175933
cc_news_490_Startup_hub_reflects_Macron's_,1,0,0.0,0.6120729085897525
cc_news_491_Medical_group_warns_of_severe_,1,1,100.0,0.7559208540616386
cc_news_492_Half-ton_of_undelivered_mail_f,1,1,100.0,0.7696658090407631
cc_news_493_Want_to_avoid_the_flu_while_fl,1,0,0.0,0.6691395978287149
cc_news_494_London_fire_commissioner_says_,1,1,100.0,0.8393708557694427
cc_news_495_PepsiCo_beats_4Q_profit_foreca,1,1,100.0,0.7320414994194983
cc_news_496_Sharp_drop_in_ratings_for_Gram,1,1,100.0,0.7439836241553364
